,x,y,t,vit_vent,angle_vent,cap,twa,polaire
0,42.5763,10.1035,1599209654.3200684,5.9335343566939835,9.14094146784447,59.999999999986755,50.859058532142285,4.702067345325574
1,42.58283064909074,10.118860903301885,1599210254.3200684,5.833219774920259,9.359637068595703,326.0000000000092,43.359637068586494,4.105194401665147
2,42.59228442798414,10.110200499456978,1599210854.3200684,5.872357536010353,9.001359876777201,325.0000000000069,44.001359876770266,4.183271378800159
3,42.6018031371557,10.101147010628624,1599211454.3200684,5.9087100472068546,8.603780422918817,326.9999999999909,41.60378042292791,3.9865845816621364
4,42.61109044592032,10.092953222767433,1599212054.3200684,5.938808583988676,8.18085118842913,323.9999999999955,44.18085118843362,4.231972081096162
5,42.62060082740178,10.08356461500957,1599212654.3200684,5.968881166594,7.702942536184594,316.9999999999964,50.702942536188175,4.712812860115506
6,42.63017508609701,10.071431576785827,1599213254.3200684,6.003587412001337,7.134512739100899,315.0000000000084,52.13451273909254,4.8522353652283865
7,42.63970577645998,10.058477702022211,1599213854.3200684,6.03686527634832,6.504875855391049,315.9999999999977,50.504875855393266,4.737801482359169
8,42.649172690827655,10.04605009601229,1599214454.3200684,6.065243327783875,5.835838636818096,323.9999999999991,41.83583863681906,4.094689739086698
9,42.6583745618988,10.036960488793467,1599215054.3200684,6.0826326786336455,5.179118384299329,322.0000000000032,43.17911838429609,4.2301677785015634
10,42.66763405550719,10.027123339526822,1599215654.3200684,6.0999912856971745,4.458468287003427,321.0000000000057,43.458468286997686,4.26717039573248
11,42.67684576172912,10.016978477131518,1599216254.3200684,6.116728396138222,3.6790236110916226,317.9999999999974,45.67902361109418,4.442976361036077
12,42.686017358652514,10.005745790636535,1599216854.3200684,6.135011087893702,2.8217713767077726,309.00000000000625,53.82177137670146,5.003376841660139
13,42.694763822737414,9.991052175589724,1599217454.3200684,6.127462133039915,2.0226465680442516,318.00000000000347,44.02264656804073,4.336372650476449
